Day of Month,Date,Site ID,Page Views,Unique Visitors,Total Time Spent,Visits,Average Time Spent on Site
22,2021-01-22,site 24,6,2,12,2,3.8
23,2021-01-23,site 24,6,2,12,2,1.6
24,2021-01-24,site 24,12,8,10,8,1.1
25,2021-01-25,site 24,6,2,12,2,3.7
26,2021-01-26,site 24,6,2,14,2,2.7
27,2021-01-27,site 24,14,10,10,10,2.6
28,2021-01-28,site 24,8,3,20,3,3.3
29,2021-01-29,site 24,7,3,10,3,1.3
30,2021-01-30,site 24,6,2,10,2,1.2
31,2021-01-31,site 24,6,2,8,2,0.2
1,2021-01-01,site 25,25,11,121,12,3.6
2,2021-01-02,site 25,25,11,784,14,2.1
3,2021-01-03,site 25,52,22,1193,25,3.3
4,2021-01-04,site 25,27,12,102,12,0.2
5,2021-01-05,site 25,56,24,1947,25,2.9
6,2021-01-06,site 25,64,29,1944,33,1.4
7,2021-01-07,site 25,72,27,1823,28,1.8
8,2021-01-08,site 25,34,18,812,18,3.5
9,2021-01-09,site 25,18,10,48,12,4.5
10,2021-01-10,site 25,36,18,362,19,3.5
11,2021-01-11,site 25,56,24,2077,25,3.9
12,2021-01-12,site 25,53,21,5529,24,3.3
13,2021-01-13,site 25,95,50,3579,53,3.3
14,2021-01-14,site 25,133,57,5186,58,2.2
15,2021-01-15,site 25,66,27,1446,29,1.3
16,2021-01-16,site 25,31,15,152,15,2.1
17,2021-01-17,site 25,20,8,438,8,1.6
18,2021-01-18,site 25,54,30,488,32,3.3
19,2021-01-19,site 25,83,32,1686,34,3.3
20,2021-01-20,site 25,72,28,3006,30,2.8
21,2021-01-21,site 25,72,50,1538,53,2.8
22,2021-01-22,site 25,48,25,590,27,3.4
23,2021-01-23,site 25,33,14,275,16,2.1
24,2021-01-24,site 25,19,12,154,12,1.9
25,2021-01-25,site 25,46,23,1831,27,4.5
26,2021-01-26,site 25,70,29,4091,34,2.3
27,2021-01-27,site 25,78,21,3101,25,4.4
28,2021-01-28,site 25,45,21,491,23,3.8
29,2021-01-29,site 25,54,21,5127,23,4.5
30,2021-01-30,site 25,24,10,180,10,2.8
31,2021-01-31,site 25,21,11,81,11,1.5
1,2021-01-01,site 26,88,37,1959,38,1.3
2,2021-01-02,site 26,140,61,1050,62,1.7
3,2021-01-03,site 26,139,58,1865,60,1.9
4,2021-01-04,site 26,288,104,2043,106,0.4
5,2021-01-05,site 26,410,129,12448,134,0.2
6,2021-01-06,site 26,384,117,8611,124,4.3
7,2021-01-07,site 26,369,102,9243,111,2.7
8,2021-01-08,site 26,421,114,10684,118,2.3
9,2021-01-09,site 26,276,92,7673,97,1.2
10,2021-01-10,site 26,326,86,12922,92,2.5
11,2021-01-11,site 26,291,92,9121,94,2.4
12,2021-01-12,site 26,442,151,4603,153,0.5
13,2021-01-13,site 26,471,133,18967,145,2.7
14,2021-01-14,site 26,490,176,15587,179,1.2
15,2021-01-15,site 26,357,127,8050,129,3.2
16,2021-01-16,site 26,357,94,9762,102,2.5
17,2021-01-17,site 26,269,94,7382,101,2.4
18,2021-01-18,site 26,451,140,10907,149,2.3
19,2021-01-19,site 26,501,148,10329,156,3.3
20,2021-01-20,site 26,368,111,11608,114,2.4
21,2021-01-21,site 26,283,110,10828,115,2.4
22,2021-01-22,site 26,237,84,4113,87,2.4
23,2021-01-23,site 26,404,114,9141,116,3.1
24,2021-01-24,site 26,269,82,4201,85,2.7
25,2021-01-25,site 26,460,135,17317,142,2.6
26,2021-01-26,site 26,472,142,17475,148,3.3
27,2021-01-27,site 26,517,161,18465,172,2.4
28,2021-01-28,site 26,382,126,11325,132,4.1
29,2021-01-29,site 26,409,132,7441,134,1.9
30,2021-01-30,site 26,203,69,3569,69,2.4
31,2021-01-31,site 26,219,82,5536,83,1.7
1,2021-01-01,site 27,1604,900,31985,916,2.3
2,2021-01-02,site 27,1101,615,23586,625,0.8
3,2021-01-03,site 27,1041,559,20249,573,3.5
4,2021-01-04,site 27,2054,1034,60185,1081,2.7
5,2021-01-05,site 27,2283,1033,88937,1092,3.5
6,2021-01-06,site 27,1834,866,80987,914,3.2
7,2021-01-07,site 27,1673,802,48512,833,3.4
8,2021-01-08,site 27,1643,744,59212,780,1.2
9,2021-01-09,site 27,1419,839,32051,851,3.8
10,2021-01-10,site 27,1143,602,28143,620,3.7
11,2021-01-11,site 27,1737,875,54834,910,3.4
12,2021-01-12,site 27,2027,896,69857,945,3.7
13,2021-01-13,site 27,1747,840,63929,869,3.4
14,2021-01-14,site 27,2011,941,53575,985,4.2
15,2021-01-15,site 27,1569,748,51802,774,2.7
16,2021-01-16,site 27,1553,885,35768,899,1.4
17,2021-01-17,site 27,1359,846,27524,857,4.9
18,2021-01-18,site 27,1692,869,44982,900,3.6
19,2021-01-19,site 27,1727,846,59629,881,1.4
20,2021-01-20,site 27,1577,817,41994,849,2.8
21,2021-01-21,site 27,2829,1379,88287,1434,3.8
22,2021-01-22,site 27,2028,999,78415,1042,3.2
23,2021-01-23,site 27,1249,583,55743,607,2.7
24,2021-01-24,site 27,1031,578,18976,584,2.5
25,2021-01-25,site 27,1806,889,70049,930,3.8
26,2021-01-26,site 27,1697,800,49739,834,2.4
27,2021-01-27,site 27,2155,884,88960,923,2.2
28,2021-01-28,site 27,2097,946,72441,991,3.6
29,2021-01-29,site 27,2523,841,84583,878,2.7
30,2021-01-30,site 27,949,538,27171,553,3.1
31,2021-01-31,site 27,1620,848,23542,864,2.5
1,2021-01-01,site 28,113,63,2836,66,0.6
2,2021-01-02,site 28,162,108,2555,109,3.2
3,2021-01-03,site 28,180,113,6099,115,1.6
4,2021-01-04,site 28,310,177,9550,180,2.6
5,2021-01-05,site 28,449,263,14203,277,4.8
6,2021-01-06,site 28,585,378,20005,389,4.6
7,2021-01-07,site 28,419,268,13452,276,3.9
8,2021-01-08,site 28,414,274,9674,283,3.5
9,2021-01-09,site 28,291,160,13572,170,4.7
10,2021-01-10,site 28,265,174,6557,180,1.1
11,2021-01-11,site 28,450,293,14728,305,0.8
12,2021-01-12,site 28,570,331,12620,342,3.2
13,2021-01-13,site 28,423,268,8919,279,4.9
14,2021-01-14,site 28,364,227,8157,234,22.3
15,2021-01-15,site 28,268,168,8486,172,3.5
16,2021-01-16,site 28,181,124,2154,128,3.8
17,2021-01-17,site 28,271,141,12073,144,0.3
18,2021-01-18,site 28,317,171,9695,177,5.7
19,2021-01-19,site 28,249,161,9015,165,8.6
20,2021-01-20,site 28,285,166,7263,171,5.4
21,2021-01-21,site 28,279,156,9431,166,2.2
22,2021-01-22,site 28,284,162,8296,175,3.1
23,2021-01-23,site 28,270,150,5229,160,2.4
24,2021-01-24,site 28,295,179,6825,189,7.3
25,2021-01-25,site 28,530,229,22805,247,1.6
26,2021-01-26,site 28,420,227,12322,241,4.7
27,2021-01-27,site 28,352,208,7228,215,4.5
28,2021-01-28,site 28,364,189,12662,202,6.1
29,2021-01-29,site 28,225,161,2992,173,4.4
30,2021-01-30,site 28,277,167,5389,176,3.6
31,2021-01-31,site 28,418,260,9261,266,2.3
1,2021-01-01,site 29,22,13,589,13,0.1
2,2021-01-02,site 29,6,4,97,4,5.3
3,2021-01-03,site 29,18,8,226,8,3.6
4,2021-01-04,site 29,12,6,2776,7,11.6
5,2021-01-05,site 29,11,9,10,11,30.2
6,2021-01-06,site 29,5,5,0,5,2.7
7,2021-01-07,site 29,22,10,936,10,3.8
8,2021-01-08,site 29,14,7,210,8,1.7
9,2021-01-09,site 29,22,8,217,8,0.2
10,2021-01-10,site 29,11,4,221,4,0.5
11,2021-01-11,site 29,5,5,0,5,3.1
12,2021-01-12,site 29,15,13,65,13,0.3
13,2021-01-13,site 29,21,21,0,21,0.1
14,2021-01-14,site 29,12,8,142,8,3.8
15,2021-01-15,site 29,8,7,187,7,6.3
16,2021-01-16,site 29,17,7,680,7,3.1
17,2021-01-17,site 29,11,8,36,8,2.4
18,2021-01-18,site 29,330,156,11691,164,1.8
19,2021-01-19,site 29,1193,364,27158,373,3.9
20,2021-01-20,site 29,3512,218,28143,260,36.6
21,2021-01-21,site 29,1074,181,17065,202,5.6
22,2021-01-22,site 29,441,188,16759,203,0.1
23,2021-01-23,site 29,371,152,11083,161,0.2
24,2021-01-24,site 29,428,269,10527,274,0.5
25,2021-01-25,site 29,497,212,19983,223,4.7
26,2021-01-26,site 29,476,204,16560,213,4.1
27,2021-01-27,site 29,670,375,19062,385,2.3
28,2021-01-28,site 29,441,184,23492,195,6.1
29,2021-01-29,site 29,408,172,17492,182,3.5
30,2021-01-30,site 29,311,135,14633,145,2.2
31,2021-01-31,site 29,280,120,9863,129,3.3
1,2021-01-01,site 3,4,2,8,2,0.8
2,2021-01-02,site 3,4,2,8,2,0.1
3,2021-01-03,site 3,51,49,8,49,1.4
4,2021-01-04,site 3,74,72,10,72,0.1
5,2021-01-05,site 3,4,2,10,2,0.1
6,2021-01-06,site 3,7,5,10,5,0.1
7,2021-01-07,site 3,4,2,10,2,0.1
8,2021-01-08,site 3,9,7,9,7,0.1
9,2021-01-09,site 3,5,3,9,3,1.7
10,2021-01-10,site 3,4,2,11,2,0.1
11,2021-01-11,site 3,4,2,18,2,0.1
12,2021-01-12,site 3,4,2,10,2,0.1
13,2021-01-13,site 3,4,2,9,2,0.1
14,2021-01-14,site 3,10,5,18,5,0.1
15,2021-01-15,site 3,6,2,14,2,0.1
16,2021-01-16,site 3,9,5,18,5,0.1
17,2021-01-17,site 3,6,2,13,2,0.1
18,2021-01-18,site 3,7,3,15,3,0.1
19,2021-01-19,site 3,6,2,13,2,0.1
20,2021-01-20,site 3,6,2,17,2,0.1
21,2021-01-21,site 3,6,2,15,2,0.1
22,2021-01-22,site 3,9,5,15,5,0.1
23,2021-01-23,site 3,7,2,22,2,0.2
24,2021-01-24,site 3,10,6,13,6,0.1
25,2021-01-25,site 3,6,2,14,2,0.1
26,2021-01-26,site 3,6,2,16,2,0.1
27,2021-01-27,site 3,6,2,16,2,0.1
28,2021-01-28,site 3,6,2,13,2,0.1
29,2021-01-29,site 3,7,3,14,3,0.1
30,2021-01-30,site 3,9,5,16,5,0.1
31,2021-01-31,site 3,6,2,15,2,0.1
1,2021-01-01,site 30,2961,1325,89742,1378,0.1
2,2021-01-02,site 30,2531,1118,66638,1165,5.6
3,2021-01-03,site 30,2562,1109,73077,1153,0.2
4,2021-01-04,site 30,2504,1181,71055,1249,3.4
5,2021-01-05,site 30,3236,1459,86547,1534,3.6
6,2021-01-06,site 30,3181,1480,106685,1561,4.2
7,2021-01-07,site 30,2881,1179,89811,1243,3.8
8,2021-01-08,site 30,2642,1214,78591,1268,4.8
9,2021-01-09,site 30,1963,963,68504,1002,0.1
10,2021-01-10,site 30,2119,954,61815,988,0.1
11,2021-01-11,site 30,2466,1099,80240,1161,0.1
12,2021-01-12,site 30,2653,1216,88465,1272,0.3
13,2021-01-13,site 30,3171,1512,91282,1567,0.6
14,2021-01-14,site 30,3931,1995,103901,2090,5.3
15,2021-01-15,site 30,3186,1725,91949,1809,0.5
16,2021-01-16,site 30,2836,1364,69031,1426,1.4
17,2021-01-17,site 30,3382,1649,75958,1707,2.2
18,2021-01-18,site 30,2986,1445,88158,1538,0.1
19,2021-01-19,site 30,2846,1284,77067,1367,4.2
20,2021-01-20,site 30,2360,1142,78209,1225,4.8
21,2021-01-21,site 30,2228,1025,72740,1091,0.1
22,2021-01-22,site 30,2276,991,63012,1049,0.2
23,2021-01-23,site 30,2576,1179,63682,1227,0.1
24,2021-01-24,site 30,2157,894,49101,929,0.5
25,2021-01-25,site 30,2284,1008,74979,1047,1.7
26,2021-01-26,site 30,2437,1043,74861,1088,1.1
27,2021-01-27,site 30,2232,957,83091,1020,0.8
28,2021-01-28,site 30,2481,1000,86279,1067,0.1
29,2021-01-29,site 30,2331,961,99273,1030,5.2
30,2021-01-30,site 30,2001,947,67289,1000,3.7
31,2021-01-31,site 30,2207,859,62705,900,2.8
1,2021-01-01,site 31,49,30,1071,31,1.1
2,2021-01-02,site 31,69,39,3781,40,3.9
3,2021-01-03,site 31,82,58,1520,62,0.4
4,2021-01-04,site 31,97,64,5532,66,5.4
5,2021-01-05,site 31,144,84,9811,92,0.9
6,2021-01-06,site 31,152,91,6273,99,1.6
7,2021-01-07,site 31,151,90,6557,94,17.6
8,2021-01-08,site 31,94,59,2150,62,2.6
9,2021-01-09,site 31,85,50,4284,52,0.2
10,2021-01-10,site 31,70,42,2210,44,1.9
11,2021-01-11,site 31,139,87,5010,91,2.5
12,2021-01-12,site 31,156,98,6072,101,0.2
13,2021-01-13,site 31,148,103,5800,105,5.3
14,2021-01-14,site 31,183,103,11738,110,4.8
15,2021-01-15,site 31,106,56,7930,59,1.8
16,2021-01-16,site 31,73,51,1290,52,4.9
17,2021-01-17,site 31,81,50,2469,53,7.1
18,2021-01-18,site 31,160,104,4980,115,0.2
19,2021-01-19,site 31,135,95,2706,98,0.1
20,2021-01-20,site 31,107,64,8031,68,2.3
21,2021-01-21,site 31,133,81,4320,83,0.8
22,2021-01-22,site 31,117,76,4831,79,0.8
23,2021-01-23,site 31,91,54,2721,55,0.1
24,2021-01-24,site 31,85,57,4463,59,3.1
25,2021-01-25,site 31,124,77,3261,77,7.8
26,2021-01-26,site 31,155,99,5678,102,0.2
27,2021-01-27,site 31,161,85,9962,88,7.8
28,2021-01-28,site 31,127,80,6472,82,2.8
29,2021-01-29,site 31,155,90,6776,92,0.9
30,2021-01-30,site 31,75,44,2202,47,1.2
31,2021-01-31,site 31,70,41,2722,43,0.3
1,2021-01-01,site 32,0,0,0,0,4.2
2,2021-01-02,site 32,0,0,0,0,0.1
3,2021-01-03,site 32,0,0,0,0,1.4
4,2021-01-04,site 32,3,1,1408,2,23.5
5,2021-01-05,site 32,5,1,1814,2,0.1
6,2021-01-06,site 32,5,1,250,3,1.6
7,2021-01-07,site 32,8,2,1059,5,3.5
8,2021-01-08,site 32,4,1,570,2,0.2
9,2021-01-09,site 32,0,0,0,0,2.2
10,2021-01-10,site 32,0,0,0,0,1.9
11,2021-01-11,site 32,3,1,0,3,5.8
12,2021-01-12,site 32,2,1,0,2,0.1
13,2021-01-13,site 32,3,1,0,3,4.7
14,2021-01-14,site 32,8,1,2671,5,0.1
15,2021-01-15,site 32,3,1,0,3,5.6
16,2021-01-16,site 32,0,0,0,0,0.5
17,2021-01-17,site 32,0,0,0,0,6.2
18,2021-01-18,site 32,6,1,438,4,4.4
19,2021-01-19,site 32,5,1,515,4,0.1
20,2021-01-20,site 32,4,1,2194,2,2.1
21,2021-01-21,site 32,0,0,0,0,2.3
22,2021-01-22,site 32,1,1,0,1,3.8
23,2021-01-23,site 32,0,0,0,0,4.1
24,2021-01-24,site 32,1,1,0,1,3.6
25,2021-01-25,site 32,3,1,0,3,0.1
26,2021-01-26,site 32,3,1,281,2,0.2
27,2021-01-27,site 32,0,0,0,0,0.1
28,2021-01-28,site 32,0,0,0,0,4.2
29,2021-01-29,site 32,0,0,0,0,11.7
30,2021-01-30,site 32,0,0,0,0,0.1
31,2021-01-31,site 32,0,0,0,0,0.5
1,2021-01-01,site 33,1,1,0,1,0.9
2,2021-01-02,site 33,0,0,0,0,0.5
3,2021-01-03,site 33,0,0,0,0,5.6
4,2021-01-04,site 33,0,0,0,0,1.3
5,2021-01-05,site 33,0,0,0,0,2.7
6,2021-01-06,site 33,0,0,0,0,0.1
7,2021-01-07,site 33,1,1,0,1,4.8
8,2021-01-08,site 33,0,0,0,0,0.3
9,2021-01-09,site 33,1,1,0,1,1.2
10,2021-01-10,site 33,0,0,0,0,4.3
11,2021-01-11,site 33,1,1,0,1,2.5
12,2021-01-12,site 33,2,1,20,1,3.2
13,2021-01-13,site 33,1,1,0,1,0.3
14,2021-01-14,site 33,0,0,0,0,1.9
15,2021-01-15,site 33,3,2,28,2,0.1
16,2021-01-16,site 33,1,1,0,1,0.1
17,2021-01-17,site 33,0,0,0,0,0.5
18,2021-01-18,site 33,0,0,0,0,4.2
19,2021-01-19,site 33,0,0,0,0,2.5
20,2021-01-20,site 33,0,0,0,0,1.5
21,2021-01-21,site 33,0,0,0,0,5.3
22,2021-01-22,site 33,1,1,0,1,4.2
23,2021-01-23,site 33,0,0,0,0,3.6
24,2021-01-24,site 33,0,0,0,0,0.4
25,2021-01-25,site 33,0,0,0,0,4.2
26,2021-01-26,site 33,0,0,0,0,2.8
27,2021-01-27,site 33,0,0,0,0,2.1
28,2021-01-28,site 33,0,0,0,0,5.2
29,2021-01-29,site 33,0,0,0,0,0.1
30,2021-01-30,site 33,0,0,0,0,0.1
31,2021-01-31,site 33,0,0,0,0,4.2
1,2021-01-01,site 34,166,117,3608,117,0.4
2,2021-01-02,site 34,171,132,5040,140,2.3
3,2021-01-03,site 34,211,159,4513,163,1.6
4,2021-01-04,site 34,239,176,6532,185,0.3
5,2021-01-05,site 34,183,153,3447,155,5.2
6,2021-01-06,site 34,192,158,1925,163,0.1
7,2021-01-07,site 34,223,177,4457,180,0.1
8,2021-01-08,site 34,260,206,3299,213,3.7
9,2021-01-09,site 34,150,119,3943,126,4.3
10,2021-01-10,site 34,151,123,3572,126,1.3
11,2021-01-11,site 34,214,187,3017,188,0.4
12,2021-01-12,site 34,213,165,3807,173,10.8
13,2021-01-13,site 34,272,168,7729,177,5.4
14,2021-01-14,site 34,240,168,6827,179,3.7
15,2021-01-15,site 34,260,193,3571,197,1.4
16,2021-01-16,site 34,205,163,5839,166,0.1
17,2021-01-17,site 34,190,143,6841,151,0.1
18,2021-01-18,site 34,184,155,4786,158,11.6
19,2021-01-19,site 34,247,198,6094,203,0.4
20,2021-01-20,site 34,198,154,5769,164,2.4
21,2021-01-21,site 34,269,192,11364,200,5.1
22,2021-01-22,site 34,252,187,5341,196,3.8
23,2021-01-23,site 34,192,157,2311,161,19.3
24,2021-01-24,site 34,227,175,7477,180,4.8
25,2021-01-25,site 34,189,157,4194,162,1.9
26,2021-01-26,site 34,203,161,4886,167,1.7
27,2021-01-27,site 34,257,218,3019,226,0.4
28,2021-01-28,site 34,255,214,6032,223,1.2
29,2021-01-29,site 34,249,169,6806,177,1.2
30,2021-01-30,site 34,241,164,4630,173,2.7
31,2021-01-31,site 34,213,151,3934,162,1.9
1,2021-01-01,site 35,13,9,112,9,5.9
2,2021-01-02,site 35,32,20,1872,21,0.8
3,2021-01-03,site 35,21,18,33,18,3.5
4,2021-01-04,site 35,47,41,303,41,0.9
5,2021-01-05,site 35,124,110,493,112,1.7
6,2021-01-06,site 35,34,26,389,27,2.9
7,2021-01-07,site 35,18,13,1435,13,1.8
8,2021-01-08,site 35,20,17,31,17,2.4
9,2021-01-09,site 35,11,7,48,7,0.3
10,2021-01-10,site 35,25,21,273,21,0.7
11,2021-01-11,site 35,139,132,185,133,38.6
12,2021-01-12,site 35,90,84,80,85,0.3
13,2021-01-13,site 35,56,30,3530,30,2.8
14,2021-01-14,site 35,33,21,2566,21,1.3
15,2021-01-15,site 35,31,22,703,23,3.2
16,2021-01-16,site 35,20,12,138,12,2.7
17,2021-01-17,site 35,30,23,1499,23,2.9
18,2021-01-18,site 35,151,135,766,135,3.9
19,2021-01-19,site 35,84,75,1753,79,2.9
20,2021-01-20,site 35,33,21,968,22,1.7
21,2021-01-21,site 35,24,14,1796,15,0.3
22,2021-01-22,site 35,21,16,19,16,0.3
23,2021-01-23,site 35,11,6,43,6,5.3
24,2021-01-24,site 35,26,20,90,20,0.4
25,2021-01-25,site 35,144,136,597,136,35.9
26,2021-01-26,site 35,78,72,275,72,0.8
27,2021-01-27,site 35,21,12,319,12,0.4
28,2021-01-28,site 35,29,19,1819,19,0.7
29,2021-01-29,site 35,26,15,469,16,4.5
30,2021-01-30,site 35,24,14,346,15,1.9
31,2021-01-31,site 35,31,26,51,26,0.7
1,2021-01-01,site 36,10,8,6,8,0.1
2,2021-01-02,site 36,7,5,9,5,7.7
3,2021-01-03,site 36,71,38,660,38,2.3
4,2021-01-04,site 36,41,27,259,27,4.5
5,2021-01-05,site 36,94,91,14,91,4.4
6,2021-01-06,site 36,79,76,9,77,1.6
7,2021-01-07,site 36,8,6,7,6,2.8
8,2021-01-08,site 36,12,9,58,9,1.5
9,2021-01-09,site 36,10,8,6,8,0.8
10,2021-01-10,site 36,17,11,91,11,0.1
11,2021-01-11,site 36,20,17,552,17,0.1
12,2021-01-12,site 36,14,11,29,11,2.5
13,2021-01-13,site 36,9,7,7,7,0.7
14,2021-01-14,site 36,22,17,861,17,1.1
15,2021-01-15,site 36,22,13,1690,13,4.3
16,2021-01-16,site 36,10,6,11,6,1.3
17,2021-01-17,site 36,23,15,92,15,1.8
18,2021-01-18,site 36,15,11,14,11,2.2
19,2021-01-19,site 36,12,7,13,8,0.5
20,2021-01-20,site 36,15,10,371,10,2.7
21,2021-01-21,site 36,13,8,14,9,10.4
22,2021-01-22,site 36,15,10,32,10,25.4
23,2021-01-23,site 36,10,6,10,6,0.2
24,2021-01-24,site 36,21,13,92,13,0.2
25,2021-01-25,site 36,18,12,1400,12,5.5
26,2021-01-26,site 36,11,6,37,6,0.8
27,2021-01-27,site 36,31,16,2815,21,2.1
28,2021-01-28,site 36,35,14,2555,18,5.9
29,2021-01-29,site 36,40,13,4900,17,5.7
30,2021-01-30,site 36,9,5,13,5,2.1
31,2021-01-31,site 36,26,18,93,18,2.6
1,2021-01-01,site 37,6,3,12,3,1.9
2,2021-01-02,site 37,12,4,116,4,1.4
3,2021-01-03,site 37,100,41,1242,41,1.1
4,2021-01-04,site 37,33,15,341,15,1.7
5,2021-01-05,site 37,142,135,970,135,3.6
6,2021-01-06,site 37,19,16,12,16,2.5
7,2021-01-07,site 37,21,6,657,6,1.1
8,2021-01-08,site 37,40,11,1544,12,4.5
9,2021-01-09,site 37,9,5,43,5,7.5
10,2021-01-10,site 37,9,6,11,6,0.5
11,2021-01-11,site 37,8,5,10,5,14.5
12,2021-01-12,site 37,8,5,11,5,1.5
13,2021-01-13,site 37,18,8,225,8,11.3
14,2021-01-14,site 37,11,6,20,6,57.1
15,2021-01-15,site 37,25,20,16,20,0.8
16,2021-01-16,site 37,8,3,17,3,1.7
17,2021-01-17,site 37,8,3,20,3,0.2
18,2021-01-18,site 37,15,8,71,8,1.4
19,2021-01-19,site 37,9,4,14,4,1.6
20,2021-01-20,site 37,11,6,440,6,3.7
21,2021-01-21,site 37,12,7,190,7,0.2
22,2021-01-22,site 37,13,6,187,7,0.2
23,2021-01-23,site 37,8,3,14,3,0.1
24,2021-01-24,site 37,13,6,290,6,3.4
25,2021-01-25,site 37,9,4,14,4,5.1
26,2021-01-26,site 37,9,4,40,4,4.4
27,2021-01-27,site 37,9,4,27,4,7.2
28,2021-01-28,site 37,8,3,18,3,0.2
29,2021-01-29,site 37,9,4,18,4,3.5
30,2021-01-30,site 37,10,5,17,5,0.4
31,2021-01-31,site 37,14,5,1273,5,0.9
1,2021-01-01,site 38,85,43,2871,45,0.1
2,2021-01-02,site 38,77,51,2458,54,3.5
3,2021-01-03,site 38,109,76,5334,76,3.5
4,2021-01-04,site 38,143,93,8114,95,3.3
5,2021-01-05,site 38,155,96,11310,100,3.1
6,2021-01-06,site 38,110,63,3711,69,0.8
7,2021-01-07,site 38,124,79,5199,83,15.1
8,2021-01-08,site 38,154,111,4389,115,1.5
9,2021-01-09,site 38,81,48,2383,49,0.1
10,2021-01-10,site 38,82,58,1733,59,0.4
11,2021-01-11,site 38,159,115,5005,120,0.5
12,2021-01-12,site 38,137,76,6330,81,1.7
13,2021-01-13,site 38,125,74,10449,78,0.1
14,2021-01-14,site 38,89,57,2365,58,0.2
15,2021-01-15,site 38,116,67,2299,67,0.6
16,2021-01-16,site 38,123,76,3517,78,0.3
17,2021-01-17,site 38,78,44,2609,44,3.5
18,2021-01-18,site 38,105,70,5840,74,0.2
19,2021-01-19,site 38,192,122,6256,124,0.2
20,2021-01-20,site 38,131,86,4372,88,0.2
21,2021-01-21,site 38,116,73,4336,78,12.2
22,2021-01-22,site 38,130,69,6914,72,5.2
23,2021-01-23,site 38,116,60,6368,64,28.9
24,2021-01-24,site 38,96,67,2582,67,0.2
25,2021-01-25,site 38,143,81,8850,86,0.8
26,2021-01-26,site 38,130,78,5441,82,2.6
27,2021-01-27,site 38,204,130,4579,136,0.2
28,2021-01-28,site 38,134,76,4681,78,2.4
29,2021-01-29,site 38,109,71,1908,73,0.3
30,2021-01-30,site 38,59,42,2233,42,0.1
31,2021-01-31,site 38,60,38,1284,39,0.5
1,2021-01-01,site 39,62,15,927,16,0.1
2,2021-01-02,site 39,63,28,1102,29,1.4
3,2021-01-03,site 39,102,36,2472,38,7.6
4,2021-01-04,site 39,99,34,3006,35,2.7
5,2021-01-05,site 39,100,46,3707,56,0.1
6,2021-01-06,site 39,146,50,4071,56,0.7
7,2021-01-07,site 39,116,43,2947,49,2.4
8,2021-01-08,site 39,132,49,3579,55,1.6
9,2021-01-09,site 39,81,37,2598,42,0.5
10,2021-01-10,site 39,90,41,4036,44,3.1
11,2021-01-11,site 39,131,44,11907,46,6.6
12,2021-01-12,site 39,338,41,23419,51,11.9
13,2021-01-13,site 39,210,40,8481,43,10.4
14,2021-01-14,site 39,244,104,4542,106,16.6
15,2021-01-15,site 39,83,31,4242,34,34.6
16,2021-01-16,site 39,72,27,1605,28,1.4
17,2021-01-17,site 39,48,27,1949,28,3.4
18,2021-01-18,site 39,121,38,6787,45,12.9
19,2021-01-19,site 39,78,36,698,43,11.6
20,2021-01-20,site 39,147,57,4272,62,0.6
21,2021-01-21,site 39,169,46,10504,52,2.4
22,2021-01-22,site 39,60,26,3825,28,2.4
23,2021-01-23,site 39,106,28,5822,37,0.2
24,2021-01-24,site 39,96,24,3887,27,3.3
25,2021-01-25,site 39,113,45,3780,52,5.9
26,2021-01-26,site 39,92,46,3386,47,0.2
27,2021-01-27,site 39,69,36,618,41,10.7
28,2021-01-28,site 39,113,38,8236,47,3.6
29,2021-01-29,site 39,128,41,7861,41,5.2
30,2021-01-30,site 39,73,19,2344,30,9.8
31,2021-01-31,site 39,51,28,813,29,0.2
1,2021-01-01,site 4,97,74,757,81,5.1
2,2021-01-02,site 4,99,90,3075,92,3.9
3,2021-01-03,site 4,122,99,2528,104,2.4
4,2021-01-04,site 4,138,112,3849,115,1.9
5,2021-01-05,site 4,111,94,4390,97,2.8
6,2021-01-06,site 4,138,114,4240,119,1.9
7,2021-01-07,site 4,187,162,4508,170,1.7
8,2021-01-08,site 4,258,232,5786,241,2.9
9,2021-01-09,site 4,238,208,5336,214,2.1
10,2021-01-10,site 4,226,187,5686,192,2.2
11,2021-01-11,site 4,284,246,4541,253,1.3
12,2021-01-12,site 4,249,223,6527,225,2.2
13,2021-01-13,site 4,232,203,6871,211,2.4
14,2021-01-14,site 4,311,266,7707,270,0.4
15,2021-01-15,site 4,228,194,5421,201,1.9
16,2021-01-16,site 4,230,201,3640,213,1.4
17,2021-01-17,site 4,247,217,4442,224,1.6
18,2021-01-18,site 4,233,205,5107,210,2.7
19,2021-01-19,site 4,238,203,5273,216,3.1
20,2021-01-20,site 4,229,198,5378,206,2.2
21,2021-01-21,site 4,238,220,3922,223,1.4
22,2021-01-22,site 4,239,203,7773,213,3.3
23,2021-01-23,site 4,223,198,4270,202,1.9
24,2021-01-24,site 4,251,209,12328,219,5.1
25,2021-01-25,site 4,230,196,5389,209,2.2
26,2021-01-26,site 4,270,225,12890,240,4.1
27,2021-01-27,site 4,229,202,3812,207,2.3
28,2021-01-28,site 4,231,207,3822,212,1.7
29,2021-01-29,site 4,199,183,1750,183,0.9
30,2021-01-30,site 4,243,202,7683,208,2.6
31,2021-01-31,site 4,255,221,4046,224,1.5
1,2021-01-01,site 40,0,0,0,0,0.4
2,2021-01-02,site 40,5,2,459,2,0.1
3,2021-01-03,site 40,0,0,0,0,7.4
